_id,name,building,wkt_geom
575,corridor_n,M,"Polygon ((7.65649677244515292 45.06455906050916127, 7.65652701717151984 45.06460031719428372, 7.65652091153101377 45.0646101734425244, 7.65653591396196997 45.06461322626277877, 7.65656447963719256 45.0646530437612256, 7.65658576215552422 45.06464558615746796, 7.65651694286468398 45.06455264958661644, 7.65649677244515292 45.06455906050916127))"
576,office_n_s,M,"Polygon ((7.65651977762634672 45.06455121039992662, 7.65655497228269155 45.06460027358257037, 7.6565943100522329 45.06458649227970881, 7.65655990040681189 45.0645376907673878, 7.65651977762634672 45.06455121039992662))"
577,office_n_n,M,"Polygon ((7.65655567007017801 45.06460097137005505, 7.65658981804529137 45.06464789757852429, 7.6566256668774022 45.06463511934519062, 7.65662357351494283 45.06463263347727377, 7.65662714967581071 45.06463132512573821, 7.65659526951002878 45.0645871900672077, 7.65655567007017801 45.06460097137005505))"
578,4M,M,"Polygon ((7.65623636687753795 45.06442159637447276, 7.65626981706516663 45.06446703978451751, 7.65639450296663249 45.06442277389085405, 7.65636127083759543 45.06437680714018512, 7.65623636687753795 45.06442159637447276))"
579,corridor_s,M,"Polygon ((7.65621246765619912 45.06415853049193743, 7.6562660228457764 45.06413724797360487, 7.65626113833337207 45.06413079343935379, 7.65626584839890434 45.06412861285345883, 7.65624953761641081 45.06410541141953274, 7.65624465310400648 45.06410724311168536, 7.65624317030559798 45.06410453918517334, 7.65624726980708026 45.06410296916332925, 7.65621421212491349 45.06405656629549128, 7.65619606965027 45.06406345694693272, 7.65620217529077518 45.06407270263112252, 7.65616414587277117 45.06408805395582107, 7.65615821467913715 45.0640791571653736, 7.65615193459175902 45.06408125052781344, 7.65618490505049021 45.06412704283161474, 7.65618961511602247 45.06412564725663827, 7.65619135958473862 45.06412791506597415, 7.65618682396607753 45.06412965953468586, 7.65620304752513459 45.06415286096860484, 7.65620775759066774 45.0641516398405102, 7.65621246765619912 45.06415853049193743))"
580,stairs_s,M,"Polygon ((7.65619563353309118 45.06406380584065374, 7.65617278099291454 45.06407287707797593, 7.65615359183704047 45.0640459250363179, 7.65613885107638925 45.06405203067681953, 7.65616432031964145 45.06408766145034406, 7.65620182639703284 45.06407274624282167, 7.65619563353309118 45.06406380584065374))"
581,"Multifunction local",M,"Polygon ((7.65620169556181107 45.0643733182027546, 7.65623497130256503 45.06442011357604827, 7.65635972262160802 45.06437480100117199, 7.65632629423984135 45.06432850716262095, 7.65620169556181107 45.0643733182027546))"
582,stairs_nw,M,"Polygon ((7.65640036874274887 45.06453520489947095, 7.65643133306245716 45.06457916551111254, 7.65645584284791525 45.06457044316753269, 7.65642479130477138 45.06452630810902349, 7.65640036874274887 45.06453520489947095))"
583,tbd1,M,"Polygon ((7.656442235991892 45.06437065788798435, 7.65646142514776606 45.06439734825934096, 7.65648741773163266 45.06438792812826932, 7.6564767764724655 45.06437327459105546, 7.65646351851022544 45.06437850799720479, 7.65645427282603119 45.06436629671619443, 7.656442235991892 45.06437065788798435))"
584,service_nw,M,"Polygon ((7.6563725444667341 45.06460079692322296, 7.65642923969999956 45.06457986329863274, 7.65639871149747187 45.06453642602760823, 7.65634166737046318 45.06455718520532372, 7.6563725444667341 45.06460079692322296))"
585,service_ne,M,"Polygon ((7.6564260996563096 45.06452613366216298, 7.65645754370491449 45.06456974538006222, 7.65648467019344459 45.06456001996698291, 7.65645374948545587 45.06451601574361376, 7.6564260996563096 45.06452613366216298))"
586,tbd2,M,"Polygon ((7.65647311308816203 45.06436594782245209, 7.65648863885973352 45.06438740478765936, 7.65652457491527993 45.06437327459105546, 7.65650939803745256 45.06435234096646525, 7.65647311308816203 45.06436594782245209))"
587,stairs_ext_s,M,"Polygon ((7.65599525949521542 45.06409745228100405, 7.6560101637998077 45.06409129212586606, 7.65600336037181517 45.06408265700572002, 7.65604910906388714 45.06406481981309042, 7.65604213118902521 45.06405513801173868, 7.65598107478396983 45.06407903723314234, 7.65599525949521542 45.06409745228100405))"
588,LAIB2B,M,"Polygon ((7.65616357892037502 45.06431926147841693, 7.65628778509294339 45.06427451585588528, 7.65619367100572301 45.06414359347876797, 7.65615241432059523 45.06415929369720175, 7.65614194750830013 45.06414490183029642, 7.65610217362157819 45.06415920647378215, 7.65611874607437848 45.06418205901395879, 7.65607583214396659 45.06419723589177551, 7.65616357892037502 45.06431926147841693))"
589,corridor_s_s,M,"Polygon ((7.65599554297138152 45.0640979538157751, 7.65601865718186581 45.06413035732215633, 7.65615579422879122 45.06407627879197264, 7.65613843676506978 45.06405198706510618, 7.65615387531320479 45.06404535808396616, 7.65617166889410683 45.06407030398660396, 7.65620446490596507 45.06405704602435947, 7.65618135069547989 45.0640248605765521, 7.65599554297138152 45.0640979538157751))"
590,technical,M,"Polygon ((7.6560592596911663 45.06417525558594406, 7.65607478546273779 45.06419741033863602, 7.6561167399353538 45.06418205901393748, 7.65610060359973232 45.06415981703781171, 7.6560592596911663 45.06417525558594406))"
591,stairs_central,M,"Polygon ((7.65631262196635021 45.06429045593862526, 7.65632622882233349 45.06428539697935065, 7.65632291433177326 45.06428086136069311, 7.6563407079126744 45.0642733601452079, 7.65633407893155393 45.06426359112040103, 7.65630232960092538 45.0642758024014114, 7.65631262196635021 45.06429045593862526))"
592,tbd3,M,"Polygon ((7.65651081541827949 45.06435166498481948, 7.65652607951954423 45.06437277305628442, 7.65658927289877944 45.06434843771769749, 7.65657389976821889 45.06432763492825444, 7.65651081541827949 45.06435166498481948))"
593,tbd4,M,"Polygon ((7.65646386740396867 45.06437728686910305, 7.65647433421626378 45.06437344903793019, 7.65646072736027961 45.06435373654144172, 7.65644031707630468 45.06434885202903473, 7.65642915247652311 45.06435286430708231, 7.65644136375753348 45.06436961120675733, 7.65645584284787528 45.06436490114122506, 7.65646386740396867 45.06437728686910305))"
594,maintenance,M,"Polygon ((7.6561306956850812 45.06412806770717339, 7.65615258876746463 45.06415850868626904, 7.65619323488854508 45.06414350625530574, 7.65617142902959724 45.06411254193560012, 7.6561306956850812 45.06412806770717339))"
595,3M,M,"Polygon ((7.65639131931123895 45.06430033399286117, 7.65642882538863123 45.06435214471371609, 7.65644042610559161 45.06434743464818382, 7.65646336586920473 45.06435240638402462, 7.65647230627137265 45.064364704888483, 7.65657374712720085 45.06432628296499843, 7.65652307031100676 45.06425545753513262, 7.65652010471418976 45.06425598087574969, 7.65651809857516596 45.06425284083206151, 7.65639131931123895 45.06430033399286117))"
596,LAIB1B,M,"Polygon ((7.6561402030395822 45.0641431573615705, 7.65612947455697945 45.06412806770718049, 7.65617108013585401 45.06411219304186488, 7.65614848926598235 45.06408079260499022, 7.65614552366916534 45.06408253707370193, 7.65612354336334544 45.06405183442430484, 7.65600535560784934 45.06409963286710507, 7.65605795133963341 45.06417359834065195, 7.6561402030395822 45.0641431573615705))"
597,5M,M,"Polygon ((7.65628612784766993 45.06415336250354642, 7.65635695327753396 45.06425340778440614, 7.65648517172814813 45.06420421376662233, 7.65641452074515882 45.06410495349669532, 7.65628612784766993 45.06415336250354642))"
598,LAIB3B,M,"Polygon ((7.65621390684283121 45.06405558503203679, 7.65628420893208439 45.06415118191765856, 7.6564122529358265 45.0641023367936242, 7.65634334642154979 45.06400604212051775, 7.65621390684283121 45.06405558503203679))"
599,stairs_ese,M,"Polygon ((7.65642112792042884 45.06422953036878454, 7.65642828024216371 45.06423738047800498, 7.65648733050819708 45.06421618518309202, 7.65648070152707749 45.06420728839264456, 7.65642112792042884 45.06422953036878454))"
600,stairs_ene,M,"Polygon ((7.65644834163239629 45.06426598976494802, 7.65645479616664471 45.06427558434288017, 7.65651323586862631 45.0642534295901882, 7.65650747912186347 45.06424435835286602, 7.65644834163239629 45.06426598976494802))"
601,stairs_nw,M,"Polygon ((7.65645573381855638 45.06458540198693186, 7.65644404587815952 45.06460773118649854, 7.6565045789426005 45.06461732576443069, 7.65651644132986764 45.06459464767112877, 7.65645573381855638 45.06458540198693186))"
602,corridor_mn,M,"Polygon ((7.65655388198970677 45.06463546823903243, 7.65661633396973418 45.06461122012387932, 7.65655789426775257 45.06453673130970117, 7.65649901844859215 45.06455975829676674, 7.65655388198970677 45.06463546823903243))"
603,corridor_cen_s,M,"Polygon ((7.65629507915282126 45.06421231464303645, 7.65630676709321811 45.06422906154270436, 7.65631060492439275 45.06422836375521968, 7.65633275967708382 45.06425906640461676, 7.65633136410211179 45.0642594152983591, 7.65634156924410014 45.06427337104806696, 7.65634087145661457 45.06427441772930109, 7.65636293898586917 45.06430529482558001, 7.65638073256677121 45.06429849139758659, 7.65634706432055534 45.06425104184851449, 7.65631396302667255 45.0642041592517657, 7.65629507915282126 45.06421231464303645))"
604,corridor_n,M,"Polygon ((7.65650460074848205 45.06455435044374269, 7.65654297906023018 45.06453952245965411, 7.65652326656374083 45.06451405321639925, 7.65654062402746405 45.06450681367122968, 7.65653015721516894 45.06449303236838233, 7.65651227641083132 45.06450018469011809, 7.65649709953300395 45.06447698325619911, 7.65651105528273046 45.06446686533764279, 7.65649640174551749 45.06444645505366964, 7.65647843371774428 45.06445343292853067, 7.65644092764035289 45.06440214554828572, 7.65639435032563931 45.06441976468232014, 7.65640952720346757 45.06444034941316801, 7.6564128416940278 45.06443895383819154, 7.65645505783695146 45.06449721909330464, 7.6564519177932624 45.06449896356201634, 7.6564613379243287 45.06451169818364377, 7.65647006026790766 45.06450873258682321, 7.65647407254595347 45.06451291931175263, 7.65642784412498401 45.06452879397706823, 7.65643831093727911 45.06454344751427499, 7.65647494478031199 45.06453071289265466, 7.65649605285177337 45.06455844994523119, 7.65650460074848205 45.06455435044374269))"
605,corr_cen_c,M,"Polygon ((7.65647515193601969 45.06445034739934385, 7.656487537663903 45.06444480871116554, 7.65655081826657025 45.06453303521647769, 7.65653821448009797 45.0645373963882534, 7.65647515193601969 45.06445034739934385))"
606,corridor_ne,M,"Polygon ((7.65643063527493162 45.06458287250723771, 7.65645837232751436 45.06457223124807143, 7.65642644855001375 45.06453018955202339, 7.65639958373178953 45.06454013302370498, 7.65643063527493162 45.06458287250723771))"
607,corr_n,M,"Polygon ((7.65649861504024809 45.06455558247463244, 7.65651771697268746 45.06454934599896944, 7.65651457692899839 45.06454472315687099, 7.65653712418715049 45.0645369166593639, 7.65652909963105888 45.06452557761269873, 7.65648753766390833 45.06454031837334639, 7.65649861504024809 45.06455558247463244))"
608,corridor_central,M,"Polygon ((7.65639609479435812 45.06441714797922771, 7.65645784898689907 45.06439499322653575, 7.6564142372690025 45.06433411126835153, 7.6564097016503414 45.0643355068433209, 7.65639033804759439 45.06430742089698782, 7.65632928164253901 45.06432922675593034, 7.65637498672289496 45.06439324875780272, 7.65637847566032637 45.06439237652344332, 7.65639609479435812 45.06441714797922771))"
609,corr_c_n,M,"Polygon ((7.65636695126391498 45.06430573094272773, 7.65646751988538554 45.0644436311947274, 7.65646952602440845 45.0644427589603751, 7.65647493387742806 45.06444964961180233, 7.65649141910679276 45.06444223561975804, 7.65639154827280866 45.06430485870836833, 7.65638701265414756 45.0643062542833448, 7.65638099423707796 45.064299625302219, 7.65636695126391498 45.06430573094272773))"
610,corridor_e,M,"Polygon ((7.65650529853597028 45.06424374778883646, 7.65648724328475971 45.06421714464090655, 7.65642566353909171 45.06423982273422268, 7.65641886011109918 45.0642307514969005, 7.65634838357497927 45.06425883744320515, 7.65637847566032725 45.0643016641501859, 7.65638894247262236 45.06429730297839598, 7.65638972748354441 45.064298349659623, 7.65645017332454891 45.06427514822571823, 7.65644528881214459 45.06426642588213838, 7.65650529853597028 45.06424374778883646))"
611,corridor_s,M,"Polygon ((7.65628505936059245 45.06415416932024698, 7.65627049304681684 45.06413480571750796, 7.6562661318750278 45.06413620129247732, 7.65622129902903037 45.06407305152497855, 7.65622496241333383 45.06407165595000919, 7.65621554228226842 45.06405892132838176, 7.65620647104494534 45.06406206137206993, 7.65620420323561479 45.06405839798776469, 7.6561581492615165 45.06407549378118205, 7.65616094041146145 45.06407950605922963, 7.65615309030224012 45.06408282054977832, 7.65616163819894791 45.06409572961827337, 7.65616652271135223 45.064094334043304, 7.65621144278078525 45.06415643712958996, 7.65620673271525209 45.06415853049205111, 7.65623150417101783 45.06419219873826876, 7.65623534200219247 45.06419080316329229, 7.65628174487003488 45.06425491238859138, 7.65627738369824495 45.06425718019792725, 7.65630267849462331 45.06429276735973133, 7.65631140083820227 45.06428945286916843, 7.6563377423158121 45.06432538892471484, 7.65638205182119513 45.06430899091878928, 7.65634044624232146 45.06425037676992673, 7.65635100027805304 45.06424645171532006, 7.6563416673704241 45.06423319375307557, 7.656337131751763 45.06423467655148585, 7.65629264779950702 45.06417300958238314, 7.65629718341816812 45.06417135233709814, 7.65628505936059245 45.06415416932024698))"
612,corridor_w,M,"Polygon ((7.65632520394689564 45.06432667547045412, 7.65632162778602865 45.06432187818148805, 7.6563253783937677 45.06432039538307777, 7.65632241279695069 45.06431655755190491, 7.65632476782971683 45.0643156853175455, 7.65631168431434794 45.06429693227885025, 7.65630932928158181 45.06429771728977585, 7.65630618923789186 45.06429326889454501, 7.65630191528953929 45.06429492613983001, 7.65628883177417041 45.06427643477144329, 7.65616497449534705 45.06432183456979601, 7.6562002127634079 45.06437124664616078, 7.65632520394689564 45.06432667547045412))"
613,hall_s,M,"Polygon ((7.65615780036777238 45.06407418542964649, 7.65620777939648089 45.06405499627377509, 7.65618388017507367 45.06401906021822867, 7.65613241834795577 45.06403947050220893, 7.65615780036777238 45.06407418542964649))"
614,toilet1,M,"Polygon ((7.656445201588709 45.06440554726230374, 7.65647886983492487 45.06444985676767345, 7.65662418407895551 45.06439560379060794, 7.6565917369608405 45.06435077094461406, 7.656445201588709 45.06440554726230374))"
615,toilet2,M,"Polygon ((7.65627232473901209 45.06424222137861335, 7.65630634187897119 45.06422948675699303, 7.6562939125393692 45.06421278346905979, 7.65626072402204993 45.06422595420784205, 7.65627232473901209 45.06424222137861335))"
616,outside_s,M,"Polygon ((7.65599922816150436 45.06409729964014588, 7.65613494782759751 45.06404531447240203, 7.65613119721985846 45.06403938327876091, 7.65618449073912988 45.06401757741983261, 7.65621118111048204 45.06405351347537191, 7.65638423240709454 45.06398722366417076, 7.65634672632970492 45.0639343662620746, 7.65598143458060321 45.06407357486560983, 7.65599922816150436 45.06409729964014588))"
617,ouside_se,M,"Polygon ((7.65634655188283375 45.06400405778724405, 7.65656216821611313 45.06430044302206994, 7.65659705759042986 45.06428648727234076, 7.65663927373335351 45.06427148484138456, 7.65653460561040244 45.06411971606311084, 7.65649064499876264 45.06413733519714526, 7.65638423240709631 45.06398844479223698, 7.65634655188283375 45.06400405778724405))"
618,outside_e_int,M,"Polygon ((7.65659897650601806 45.06428858063480192, 7.65656147042862756 45.06430358306575812, 7.65669544562600368 45.06448762451528012, 7.65673330059713919 45.06447401765927907, 7.65659897650601806 45.06428858063480192))"
619,outside_e_ext,M,"Polygon ((7.65660073107009431 45.0642873517067315, 7.65664434278799089 45.06427130259454117, 7.65677587572916707 45.06445796074714849, 7.6567347062674731 45.06447331207184703, 7.65660073107009431 45.0642873517067315))"
620,outside_mn,M,"Polygon ((7.65656121885368002 45.06453576405187533, 7.65677692241039587 45.0644605774502125, 7.65684635226528787 45.06456245442323194, 7.65663701601938484 45.06463432653432477, 7.65656121885368002 45.06453576405187533))"
622,ext01,ext_I,"Polygon ((7.65810374713483366 45.06510364361527365, 7.65871089586240128 45.06598103909406916, 7.65895485519485764 45.06589166187021078, 7.65833833968588706 45.06502024904533954, 7.65810374713483366 45.06510364361527365))"
623,ext02,ext_I,"Polygon ((7.65814657749819894 45.06508148060193264, 7.65806970945982979 45.06496844470117935, 7.65785511951939046 45.06504549403206283, 7.6579538030938048 45.06518584467603716, 7.65811225277666274 45.06512940226421193, 7.65809255232029074 45.06510106019661777, 7.65814657749819894 45.06508148060193264))"
624,ext03,ext_I,"Polygon ((7.65811237363835673 45.06512973463386373, 7.65795401460176794 45.06518608639943579, 7.65806194409588503 45.06534387134297504, 7.65821977436255441 45.06528736850028594, 7.65811237363835673 45.06512973463386373))"
625,ext04,ext_I,"Polygon ((7.65822013694763992 45.06528803323961085, 7.65806241243495478 45.06534417349721622, 7.65818127991252418 45.06551972510997217, 7.65834048498098063 45.06546231580460216, 7.65822013694763992 45.06528803323961085))"
626,ext05,ext_I,"Polygon ((7.65834078713522004 45.06546282946681004, 7.65818167271303363 45.06551999704881695, 7.65828972306884914 45.06567705682214608, 7.65844938136866205 45.06561928493167102, 7.65834078713522004 45.06546282946681004))"
627,ext06,ext_I,"Polygon ((7.65844953244578264 45.06561960219364238, 7.65828990436139279 45.06567738919183341, 7.65841158187338333 45.06585327317426248, 7.65857175383540145 45.06579510848327175, 7.65844953244578264 45.06561960219364238))"
628,ext07,ext_I,"Polygon ((7.65857237325159179 45.06579625666938682, 7.65841218618186126 45.06585417963697893, 7.65852090127700524 45.06601078617897826, 7.65868152647038158 45.06595256105713077, 7.65857237325159179 45.06579625666938682))"
629,ext08,ext_I,"Polygon ((7.65868207034801074 45.06595343730440817, 7.6585211430003941 45.06601117897947262, 7.6586028455065831 45.06612805223906548, 7.65882030591229235 45.06604915976727455, 7.6587618692824968 45.06596878673975226, 7.65870669591848152 45.06598854762696504, 7.65868207034801074 45.06595343730440817))"
630,ext09,ext_I,"Polygon ((7.65896866364357276 45.06599465114260283, 7.65919059593201723 45.06591461048468261, 7.65910798696311268 45.06579873433409489, 7.65894207407055294 45.06586013207544283, 7.65896588382457555 45.06589385248850022, 7.65891173778497159 45.06591367380656976, 7.65896866364357276 45.06599465114260283))"
631,ext10,ext_I,"Polygon ((7.65894168127004349 45.06585865151964754, 7.65910753373175268 45.06579809981017348, 7.65899637118727661 45.06564242994630121, 7.65882976333997156 45.06570328381003776, 7.65894168127004349 45.06585865151964754))"
632,ext11,ext_I,"Polygon ((7.65882955183200398 45.06570273993239084, 7.65899622011016135 45.06564194649953237, 7.65887152105578384 45.06546816248904719, 7.65870524557813948 45.06552889549107022, 7.65882955183200398 45.06570273993239084))"
633,ext12,ext_I,"Polygon ((7.65870485277762914 45.06552810989003177, 7.65887103760900256 45.06546737688802295, 7.65876102325063446 45.06531315736450694, 7.65859544272773896 45.06537343713517174, 7.65870485277762914 45.06552810989003177))"
634,ext13,ext_I,"Polygon ((7.65859498949637807 45.06537304433464186, 7.65876044915757959 45.06531255305602457, 7.65863729108981772 45.06513953953885476, 7.65847249616794201 45.06519873155426836, 7.65859498949637807 45.06537304433464186))"
635,ext14,ext_I,"Polygon ((7.65847232998310901 45.06519833875375269, 7.65863697382786324 45.06513905609207171, 7.6585264155918642 45.06498163373361621, 7.65836160556227696 45.06504081064127831, 7.65847232998310901 45.06519833875375269))"
636,ext15,ext_I,"Polygon ((7.65852621919160725 45.06498124093307922, 7.65842759604804169 45.0648409809354078, 7.65821077016623697 45.06491872522105524, 7.65828945113003723 45.06503124745962197, 7.65834154252081678 45.06501251389681784, 7.65836136383888721 45.06504031208680061, 7.65852621919160725 45.06498124093307922))"
637,ext16,ext_I,"Polygon ((7.65812489793155393 45.06499039620656788, 7.65818194465185087 45.06507161526597116, 7.65825712062647934 45.06504502569295312, 7.65820176596992042 45.06496308146337526, 7.65818001086472222 45.06497081661188986, 7.65818871290680114 45.0649809689943126, 7.65815197095135591 45.06499378033404213, 7.65814471924962348 45.06498314450482923, 7.65812489793155393 45.06499039620656788))"
638,ext17,ext_I,"Polygon ((7.65813021584615772 45.06500393271643645, 7.65812030518712294 45.06499039620653235, 7.65814786165370709 45.06498000210071808, 7.6581534212917024 45.06499015448314083, 7.65818291154541519 45.06498000210071808, 7.65817614329046492 45.06496960799489671, 7.65820418320383123 45.06496018078264854, 7.65821312696930079 45.06497468418611163, 7.65823899137214781 45.06496259801655668, 7.65820865508656645 45.06491787918919556, 7.65807038930686357 45.06496719076098145, 7.65810042343820463 45.06501190958832836, 7.65810658738467787 45.06500919020017903, 7.65810821901756711 45.06501190958832836, 7.65813021584615772 45.06500393271643645))"
639,ext18,ext_I,"Polygon ((7.65879815800658292 45.06595662503156063, 7.65885496300348922 45.06603687719740492, 7.65887623466190437 45.06602841687871575, 7.6588694664069541 45.066019231389852, 7.65890645008579085 45.06600642005012958, 7.65891321834074112 45.06601512209221028, 7.65893448999915716 45.06600811211386315, 7.65887792672564238 45.06592713477785139, 7.65879815800658292 45.06595662503156063))"
640,ext19,ext_I,"Polygon ((7.65881387002700365 45.06603929443132017, 7.65883405393015959 45.06606818037654705, 7.6589802965817686 45.0660152429539167, 7.65896077741793846 45.06598714260968563, 7.65895551993418167 45.0659892576893597, 7.65895358614705302 45.06598611528527698, 7.65893062242489986 45.06599530077414073, 7.65893956619037031 45.06600932073082078, 7.6589122514471768 45.06601995656002657, 7.65890499974544436 45.0660095624542123, 7.65887526776834004 45.06602092345359267, 7.65888058568294383 45.06603059238923947, 7.6588515788760132 45.06604074477166222, 7.65884094304680563 45.06602551619802455, 7.65881918794160743 45.06603445996349677, 7.65882015483517176 45.06603784409097102, 7.65881387002700365 45.06603929443132017))"
653,low_south_hall,I,"Polygon ((7.65810857215643281 45.06502051849688684, 7.6581216252195512 45.06503792258105534, 7.65825445222295365 45.06499030307302434, 7.65824203368373624 45.06497256661918982, 7.65821420527833929 45.06498287007873671, 7.65820967296475619 45.06497507449937245, 7.65813226104876055 45.06500263096594949, 7.65813727680912582 45.06501006396023001, 7.65810857215643281 45.06502051849688684))"
654,1i,I,"Polygon ((7.65820550323628524 45.06525961314581963, 7.65811491739547101 45.06512733002004012, 7.65798015660494169 45.06517531211316197, 7.65805557430296169 45.06528457108593244, 7.65807563734442187 45.06527756110759952, 7.65809134936484259 45.06530070612228656, 7.65820550323628524 45.06525961314581963))"
655,2i,I,"Polygon ((7.65845632146996369 45.06500477626072865, 7.65835624798605252 45.06504103476938639, 7.6584268312162509 45.06514255859364937, 7.65854140810362694 45.06510098217037807, 7.65851481853060712 45.06506230642780508, 7.65850031512714136 45.06506714089562848, 7.65845632146996369 45.06500477626072865))"
656,3i,I,"Polygon ((7.65829578692285562 45.06539002291525975, 7.65820755788510787 45.06526094262445525, 7.65809225582755904 45.06530263990941165, 7.658107846986284 45.06532499932308156, 7.65808778394482381 45.06533237188651242, 7.65816042182384571 45.0654391531945322, 7.65829578692285562 45.06539002291525975))"
657,4i,I,"Polygon ((7.6585293219340711 45.06510823387210962, 7.65842924845016082 45.06514400893399142, 7.65853995776327956 45.06530354637210678, 7.65865598499100209 45.06526245339562564, 7.65864631605535884 45.06524794999215544, 7.65863084575832875 45.06525085067285374, 7.6586008720578338 45.0652078239092333, 7.65861537546129867 45.06520250599463395, 7.65858733554793236 45.06516383025206096, 7.65857186525090317 45.06516818127310131, 7.6585293219340711 45.06510823387210962))"
658,5i,I,"Polygon ((7.65837842610718322 45.0655133320601351, 7.65829944298914533 45.06539555233786132, 7.65816413832098153 45.06544383658521724, 7.65824445091767192 45.06556161630751944, 7.65837842610718322 45.0655133320601351))"
659,6i,I,"Polygon ((7.65854189155040821 45.06530741394637118, 7.65862697818407145 45.06542344117409726, 7.65874203851822966 45.06538138130404292, 7.65871399860486335 45.06534318900825298, 7.65869997864818064 45.06534899036963537, 7.65865646843778425 45.06528517539439349, 7.65866952150090352 45.06528082437335314, 7.65865888567169506 45.06526632096988294, 7.65854189155040821 45.06530741394637118))"
660,7i,I,"Polygon ((7.65850605605767765 45.06569347641735135, 7.6584225708414797 45.06557693552741028, 7.65828790069721954 45.06562534063647263, 7.65836924061832125 45.0657433016513238, 7.65850605605767765 45.06569347641735135))"
661,8i,I,"Polygon ((7.65878989974966817 45.06544616317285801, 7.65867097184125178 45.0654887064896954, 7.65875267434743989 45.06560473371741438, 7.65887063536229196 45.06556170695380104, 7.65886144987342998 45.06554768699712099, 7.65886096642664782 45.06554720355033794, 7.65884404578927214 45.06555397180528644, 7.65880053557887575 45.0654906402768205, 7.65881600587590583 45.0654848389154381, 7.65878989974966817 45.06544616317285801))"
662,9i,I,"Polygon ((7.65857778747398221 45.06579642036653865, 7.65850919846176303 45.06569822023889316, 7.6583726247457955 45.0657480152574621, 7.65844054901869153 45.06584639667764236, 7.65857778747398221 45.06579642036653865))"
663,10i,I,"Polygon ((7.65887450293654659 45.06556605797484849, 7.65875654192169542 45.06560860129168589, 7.65882615825832946 45.06570722443525057, 7.65894266893283415 45.06566323077807112, 7.65890350974347722 45.06560666750455368, 7.65888755599966586 45.06561198541916013, 7.65886966846872497 45.06558539584613499, 7.65888368842540856 45.06557959448475259, 7.65887450293654659 45.06556605797484849))"
664,11i,I,"Polygon ((7.65869200177627274 45.06596006710229574, 7.6585788752292423 45.06579829372280699, 7.6584771096815949 45.06583545869418117, 7.65859047795201775 45.06599717164282737, 7.65869200177627274 45.06596006710229574))"
665,12i,I,"Polygon ((7.65894460271995925 45.06566564801195085, 7.65882857549223672 45.06570867477556419, 7.65894218548604844 45.06586869566046261, 7.65906062994768266 45.06582566889684927, 7.65898811293035564 45.06572656230650153, 7.65897699365436502 45.06573042988075883, 7.65894315237961276 45.0656845024364543, 7.65895475510238555 45.06567870107506479, 7.65894460271995925 45.06566564801195085))"
666,west_hall,I,"Polygon ((7.65842151330164356 45.06557539454077954, 7.65838005774007247 45.0655158097248929, 7.65822910148233849 45.06557043921129235, 7.65822015771686804 45.06555968252038724, 7.65819417245232614 45.06557080179638319, 7.65824868107701651 45.06564936189846549, 7.65827587495851425 45.06563908865435053, 7.65826983187373678 45.06562954058039594, 7.65842151330164356 45.06557539454077954))"
667,est_hall,I,"Polygon ((7.65878119770758659 45.06537219581518627, 7.65862939541798227 45.06542585840800541, 7.65867048839446785 45.06548532236221405, 7.65882180723728911 45.06542972598226271, 7.65878119770758659 45.06537219581518627))"
668,low_north_hall,I,"Polygon ((7.65881020451449501 45.06602738706701672, 7.65894847029419701 45.06597638343151147, 7.65893680714057723 45.06595922107073449, 7.65879775575985366 45.06600986212116311, 7.65881020451449501 45.06602738706701672))"
669,south_stairs,I,"Polygon ((7.65828623884887616 45.06503762042687811, 7.65825529825481688 45.06499120953579052, 7.65812216909717414 45.06503919162894078, 7.65815449960073291 45.06508523993494464, 7.65828623884887616 45.06503762042687811))"
670,north_stairs,I,"Polygon ((7.6587976348981579 45.06600829091912885, 7.65893429926039815 45.06595798223836624, 7.65890015583140471 45.0659127195333653, 7.65876524396375302 45.06596284692160737, 7.6587976348981579 45.06600829091912885))"
671,central_yard,I,"Polygon ((7.65810379811948128 45.06510436629789496, 7.65871124900128653 45.06598121789905775, 7.65895484574865559 45.06589184067519938, 7.65833826980883625 45.0650204882811849, 7.65810379811948128 45.06510436629789496))"
672,5i_corr,I,"Polygon ((7.65823546329787153 45.06555254786854192, 7.65816045759977992 45.06544408296895909, 7.65811795965667219 45.06545962326158872, 7.65819418109194405 45.06556888103324354, 7.65823546329787153 45.06555254786854192))"
673,3i_corr,I,"Polygon ((7.65815908328818651 45.06544154577833439, 7.65808450045519695 45.06533276372993413, 7.65810585514302655 45.06532409499526892, 7.65809073771550519 45.06530326888881888, 7.6580279422473323 45.06532716076728207, 7.65811669106135628 45.06545756179421147, 7.65815908328818651 45.06544154577833439))"
674,1i_corr,I,"Polygon ((7.65808936340391 45.0653014188539629, 7.65807350596245229 45.06528027559868121, 7.65805384273504419 45.06528788717058376, 7.65797698700211527 45.06517477075484379, 7.65793448905900664 45.06519009961493083, 7.65802730794967701 45.06532594503007516, 7.65808936340391 45.0653014188539629))"
675,sw_corr,I,"Polygon ((7.65793443620086656 45.06518991461143031, 7.65811320242432014 45.06512479338512378, 7.65806795585800426 45.06505808641470168, 7.6580236607381762 45.06507478958638302, 7.65803840815873915 45.06509561569284017, 7.65800537182228336 45.0651076673483999, 7.65801721204527031 45.06512500481776584, 7.65791445582436481 45.06516142407506464, 7.65793443620086656 45.06518991461143031))"
