,Unnamed: 0,id,latitude,longitude,time,speedInternet,device2ApSpeed,gps_accuracy,grid_cell,RSSI,allrooms_id,ap_MAC,distance,phone_mac,satellite_in_view,pseudorange,qr_id,lat_stated,lon_stated,SSID,ip
365,365,554,45.0647,7.65678,2018-03-15 16:52:17.000000,33.02,72,17.452,6,-44,505,f4:cf:e2:c9:5c:40,1.56719,10:7b:44:89:6a:6d,0,,,45.06474165,7.656752542,polito,172.21.54.1
366,366,555,45.0647,7.65678,2018-03-15 16:52:57.000000,38.3,72,17.408,6,-48,505,f4:cf:e2:c9:5c:40,2.78691,10:7b:44:89:6a:6d,0,,,45.06474165,7.656752542,polito,172.21.54.1
367,367,558,45.0633,7.6562800000000015,2018-03-15 17:19:11.000000,24.87,72,9415.43,6,-48,505,f4:cf:e2:c9:5c:40,1.97298,74:23:44:ee:1c:9c,0,,,45.06474165,7.656752542,polito,172.21.54.1
368,368,559,45.0647,7.65678,2018-03-15 17:21:15.000000,26.38,65,17.822,3,-52,505,f4:cf:e2:c9:5c:40,4.9559,e0:aa:96:14:1b:8e,0,,,45.06472942,7.656788736,polito,172.21.54.1
369,369,563,45.0647,7.65678,2018-03-15 17:25:22.000000,36.17,72,17.480999999999998,4,-48,505,f4:cf:e2:c9:5c:40,2.48383,c4:7d:46:a6:b0:74,0,,,45.06472185,7.656783645,polito,172.21.54.1
370,370,564,45.0647,7.65678,2018-03-15 17:25:39.000000,37.63,72,17.674,3,-47,505,f4:cf:e2:c9:5c:40,2.21372,f4:f5:24:c6:43:35,0,,,45.06472942,7.656788736,polito,172.21.54.1
371,371,567,45.0647,7.6568,2018-03-15 17:26:56.000000,34.32,585,17.811,0,-64,696,f4:cf:e2:c9:5c:4f,1.29769,60:f1:89:4a:de:20,0,,41.0,45.06475123,7.656802992,polito,172.21.52.1
372,372,575,45.0647,7.656789999999999,2018-03-15 18:46:35.000000,29.51,135,17.62,0,-51,696,f4:cf:e2:c9:5c:4f,1.45603,60:45:cb:2f:f:cb,0,,41.0,45.06475123,7.656802992,polito,172.21.52.1
373,373,547,45.0647,7.65678,2018-03-15 15:53:50.000000,62.79,468,17.833,6,-47,505,f4:cf:e2:c9:5c:4f,9.18693,30:7:4d:79:e8:6,2,"sat:GPS2 pdr:-246.28214844087142 Cn0:14.425533294677734 
sat:GPS24 pdr:508.13002743536254 Cn0:13.216840744018555 
",,45.06474165,7.656752542,polito,172.21.52.1
374,374,560,45.0647,7.65678,2018-03-15 17:21:51.000000,61.3,866,17.602999999999994,0,-40,530,f4:cf:e2:c9:5c:4f,0.365738,78:f8:82:9f:5f:c4,0,,,45.064735412597656,7.656776428222656,polito,172.21.52.1
375,375,199,45.0646,7.65995,2018-03-01 14:56:03.000000,29.08,72,10847.0,3,-69,497,f4:cf:e2:c9:5d:60,35.0851,10:7b:44:89:6a:6d,0,,,45.06494638,7.656695096,polito,172.21.84.1
376,376,202,45.0646,7.65995,2018-03-01 14:56:28.000000,26.61,72,11399.7,6,-63,497,f4:cf:e2:c9:5d:60,9.88832,10:7b:44:89:6a:6d,0,,,45.06493475,7.656729499,polito,172.21.84.1
377,377,207,45.0649,7.65673,2018-03-01 14:57:28.000000,30.92,72,53.095,8,-56,497,f4:cf:e2:c9:5d:60,12.4487,10:7b:44:89:6a:6d,0,,,45.06496489,7.656749751,polito,172.21.84.1
378,378,210,45.065,7.65683,2018-03-01 14:57:48.000000,36.58,72,17.84,5,-57,497,f4:cf:e2:c9:5d:60,7.0004,10:7b:44:89:6a:6d,0,,,45.06497652,7.656715348,polito,172.21.84.1
379,379,213,45.065,7.656839999999999,2018-03-01 14:58:14.000000,33.24,72,17.805999999999994,2,-56,497,f4:cf:e2:c9:5d:60,6.23911,10:7b:44:89:6a:6d,0,,,45.06498814,7.656680945,polito,172.21.84.1
380,380,216,45.065,7.65683,2018-03-01 14:58:34.000000,31.62,72,17.941,1,-61,497,f4:cf:e2:c9:5d:60,11.0949,10:7b:44:89:6a:6d,0,,,45.06497307,7.656670818999999,polito,172.21.84.1
381,381,217,45.0651,7.656860000000001,2018-03-01 14:58:52.000000,29.23,72,17.785,4,-61,497,f4:cf:e2:c9:5d:60,11.0949,10:7b:44:89:6a:6d,0,,,45.06496145,7.656705222,polito,172.21.84.1
382,382,219,45.0651,7.656860000000001,2018-03-01 14:59:12.000000,27.08,72,17.785,7,-50,497,f4:cf:e2:c9:5d:60,3.12696,10:7b:44:89:6a:6d,0,,,45.06494982,7.656739625,polito,172.21.84.1
383,383,196,45.0646,7.65995,2018-03-01 14:55:35.000000,12.92,65,10013.3,0,-74,696,f4:cf:e2:c9:5d:60,27.8691,10:7b:44:89:6a:6d,0,,,45.06463241577149,7.659946918487549,polito,172.21.84.1
