,Unnamed: 0,id,latitude,longitude,time,speedInternet,device2ApSpeed,gps_accuracy,grid_cell,RSSI,allrooms_id,ap_MAC,distance,phone_mac,satellite_in_view,pseudorange,qr_id,lat_stated,lon_stated,SSID,ip
0,0,253,45.0653,7.65912,2018-03-01 15:07:25.000000,13.34,48,18.324,1,-61,480,00:1a:30:b8:02:b0,1.56719,30:7:4d:79:e8:6,3,"sat:GPS17 pdr:360.7452157463822 Cn0:21.87324333190918 
sat:GPS19 pdr:54.05345534998702 Cn0:17.295909881591797 
sat:GPS32 pdr:-541.6969868032654 Cn0:19.433156967163086 
",,45.06529989,7.659389835,polito,172.20.90.1
1,1,257,45.0653,7.659089999999999,2018-03-01 15:09:05.000000,16.88,54,17.855999999999995,3,-57,476,00:1a:30:b8:02:b0,3.93661,d8:6c:2:f2:13:11,0,,,45.06536873,7.659146027999999,polito,172.20.90.1
2,2,260,45.0653,7.65905,2018-03-01 15:09:27.000000,14.82,54,17.928,6,-64,476,00:1a:30:b8:02:b0,17.5842,d8:6c:2:f2:13:11,0,,,45.06535928,7.659173984,polito,172.20.90.1
3,3,266,45.0654,7.65907,2018-03-01 15:10:11.000000,10.41,36,18.006,8,-78,476,00:1a:30:b8:02:b0,27.8691,d8:6c:2:f2:13:11,0,,,45.06539420000001,7.659197447,polito,172.20.90.1
4,4,268,45.0654,7.65907,2018-03-01 15:10:35.000000,7.63,54,18.028,7,-70,476,00:1a:30:b8:02:b0,39.3661,d8:6c:2:f2:13:11,0,,,45.06537674,7.659185716,polito,172.20.90.1
5,5,305,45.0648,7.656619999999998,2018-03-01 15:19:38.000000,20.41,54,18.452,1,-63,510,00:1d:a1:91:04:40,13.8243,10:7b:44:89:6a:6d,0,,,45.06473328,7.656496562,polito,172.20.82.1
6,6,103,45.0657,7.659039999999999,2018-02-15 15:14:19.000000,54.2,130,20.0,4,-54,665,00:35:1a:79:5f:70,4.37164,30:7:4d:79:e8:6,1,"sat:GAL2 pdr:-380.9289828290166 Cn0:15.261194229125977 
",,45.06576925,7.658943299,polito,172.21.48.1
7,7,483,45.0656,7.65888,2018-03-14 17:24:23.000000,35.87,72,18.799,1,-70,663,00:35:1a:79:5f:70,30.9488,10:7b:44:89:6a:6d,0,,,45.06561003,7.658829751,polito,172.21.48.1
8,8,537,45.0657,7.65903,2018-03-15 11:51:22.000000,34.17,72,18.285,8,-55,665,00:35:1a:79:5f:70,4.37164,10:7b:44:89:6a:6d,0,,,45.06572314,7.658950377999999,polito,172.21.48.1
9,9,538,45.0657,7.65903,2018-03-15 11:51:46.000000,31.72,72,18.134,7,-54,665,00:35:1a:79:5f:70,4.90506,10:7b:44:89:6a:6d,0,,,45.06573362,7.658919356,polito,172.21.48.1
10,10,539,45.0657,7.65902,2018-03-15 11:52:08.000000,39.82,72,18.129,7,-47,665,00:35:1a:79:5f:70,4.90506,10:7b:44:89:6a:6d,0,,,45.06573362,7.658919356,polito,172.21.48.1
11,11,105,45.0654,7.65883,2018-02-15 15:14:56.000000,20.52,135,39.65,8,-46,665,00:35:1a:79:5f:7f,0.818786,d8:6c:2:f2:13:11,0,,,45.06572314,7.658950377999999,polito,172.21.48.1
12,12,106,45.0655,7.65885,2018-02-15 15:15:22.000000,50.73,135,36.359,5,-47,665,00:35:1a:79:5f:7f,1.03079,d8:6c:2:f2:13:11,0,,,45.06575876,7.658974321,polito,172.21.48.1
13,13,107,45.0653,7.66033,2018-02-15 15:15:30.000000,183.49,702,800.0,4,-49,665,00:35:1a:79:5f:7f,0.5796560000000001,ac:5f:3e:3:93:55,0,,,45.06576925,7.658943299,polito,172.21.48.1
14,14,108,45.0654,7.65883,2018-02-15 15:18:41.000000,64.46,135,40.67,4,-50,665,00:35:1a:79:5f:7f,1.03079,d8:6c:2:f2:13:11,0,,,45.06576925,7.658943299,polito,172.21.48.1
15,15,109,45.0657,7.65903,2018-02-15 15:21:39.000000,100.76,866,17.847,4,-51,665,00:35:1a:79:5f:7f,0.5796560000000001,ac:5f:3e:3:93:55,0,,,45.06576925,7.658943299,polito,172.21.48.1
16,16,110,45.0657,7.65903,2018-02-15 15:29:27.000000,67.51,780,18.028,1,-52,665,00:35:1a:79:5f:7f,3.65738,30:7:4d:79:e8:6,0,,,45.06580487,7.658967242,polito,172.21.48.1
17,17,111,45.0655,7.65884,2018-02-15 15:30:11.000000,58.48,135,37.18,1,-43,665,00:35:1a:79:5f:7f,1.29769,d8:6c:2:f2:13:11,0,,,45.06580487,7.658967242,polito,172.21.48.1
18,18,156,45.0657,7.65905,2018-02-23 14:42:34.000000,60.06,135,17.72,6,-49,665,00:35:1a:79:5f:7f,1.63369,d8:6c:2:f2:13:11,0,,,45.0657441,7.6588883339999985,polito,172.21.48.1
19,19,66,45.0657,7.65902,2018-02-13 10:47:57.000000,22.49,144,17.962,6,-64,631,00:35:1a:79:67:40,15.3537,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
20,20,484,45.0656,7.65888,2018-03-14 17:24:46.000000,39.27,72,18.799,2,-59,663,00:35:1a:79:67:40,7.695060000000002,10:7b:44:89:6a:6d,0,,,45.06561821,7.658805532000001,polito,172.21.48.1
21,21,485,45.0656,7.6588699999999985,2018-03-14 17:25:11.000000,36.22,72,17.557000000000002,3,-59,663,00:35:1a:79:67:40,8.634,10:7b:44:89:6a:6d,0,,,45.06562958,7.65887261,polito,172.21.48.1
22,22,486,45.0656,7.65888,2018-03-14 17:25:37.000000,40.44,72,17.767,6,-57,663,00:35:1a:79:67:40,8.634,10:7b:44:89:6a:6d,0,,,45.06565732,7.658891251,polito,172.21.48.1
23,23,487,45.0656,7.658889999999999,2018-03-14 17:26:04.000000,39.76,72,17.736,5,-56,663,00:35:1a:79:67:40,6.1124,10:7b:44:89:6a:6d,0,,,45.06564595,7.658824172999999,polito,172.21.48.1
24,24,489,45.0656,7.6589,2018-03-14 17:26:53.000000,38.97,72,18.426,8,-51,663,00:35:1a:79:67:40,7.695060000000002,10:7b:44:89:6a:6d,0,,,45.06567369,7.658842814,polito,172.21.48.1
25,25,490,45.0656,7.658889999999999,2018-03-14 17:27:17.000000,44.05,72,18.294,7,-45,663,00:35:1a:79:67:40,1.72271,10:7b:44:89:6a:6d,0,,,45.06566551,7.658867033,polito,172.21.48.1
26,26,491,45.0656,7.6589,2018-03-14 17:27:42.000000,45.74,72,17.959,4,-56,663,00:35:1a:79:67:40,1.72271,10:7b:44:89:6a:6d,0,,,45.06563777,7.658848392,polito,172.21.48.1
27,27,72,45.0655,7.65835,2018-02-13 10:49:59.000000,40.28,585,19.152,6,-73,626,00:35:1a:79:69:5e,-1.0,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
28,28,137,45.0652,7.65815,2018-02-15 15:38:33.000000,18.59,585,18.844,7,-80,654,00:35:1a:79:69:5e,4.6043699999999985,30:7:4d:79:e8:6,0,,,45.06518694,7.658074162999999,polito,172.21.48.1
29,29,174,45.0655,7.65835,2018-02-27 08:30:58.000000,38.46,130,17.599,4,-51,658,00:35:1a:79:69:61,3.50851,30:7:4d:79:e8:6,0,,,45.06547852,7.658271371,polito,172.21.46.1
30,30,503,45.0655,7.658339999999999,2018-03-14 19:02:06.000000,44.37,72,17.683,8,-57,658,00:35:1a:79:69:61,7.0004,10:7b:44:89:6a:6d,0,,,45.06544057,7.65829186,polito,172.21.46.1
31,31,505,45.0655,7.658339999999999,2018-03-14 19:02:57.000000,41.86,72,17.66,6,-58,658,00:35:1a:79:69:61,7.0004,10:7b:44:89:6a:6d,0,,,45.0654659,7.658216896,polito,172.21.46.1
32,32,506,45.0655,7.658339999999999,2018-03-14 19:03:19.000000,43.5,72,17.494,5,-56,658,00:35:1a:79:69:61,6.23911,10:7b:44:89:6a:6d,0,,,45.06546585,7.658308852999999,polito,172.21.46.1
33,33,507,45.0655,7.65835,2018-03-14 19:03:39.000000,42.02,72,17.505,4,-50,658,00:35:1a:79:69:61,4.41695,10:7b:44:89:6a:6d,0,,,45.06547852,7.658271371,polito,172.21.46.1
34,34,508,45.0655,7.658339999999999,2018-03-14 19:03:56.000000,43.1,72,17.597,1,-52,658,00:35:1a:79:69:61,3.93661,10:7b:44:89:6a:6d,0,,,45.0655038,7.658288363,polito,172.21.46.1
35,35,509,45.0655,7.65835,2018-03-14 19:04:16.000000,45.07,72,17.622,2,-58,658,00:35:1a:79:69:61,7.85458,10:7b:44:89:6a:6d,0,,,45.06549114,7.658325845,polito,172.21.46.1
36,36,510,45.0655,7.658360000000001,2018-03-14 19:04:37.000000,43.84,72,17.713,3,-64,658,00:35:1a:79:69:61,11.0949,10:7b:44:89:6a:6d,0,,,45.06549118,7.658233888,polito,172.21.46.1
37,37,172,45.0655,7.65831,2018-02-27 08:21:26.000000,26.91,130,18.337,0,-64,696,00:35:1a:79:69:61,11.0949,30:7:4d:79:e8:6,0,,,45.06546401977539,7.6583051681518555,polito,172.21.46.1
38,38,173,45.0655,7.65831,2018-02-27 08:21:26.000000,26.91,130,18.337,0,-64,696,00:35:1a:79:69:61,11.0949,30:7:4d:79:e8:6,0,,,45.06546401977539,7.6583051681518555,polito,172.21.46.1
39,39,175,45.0645,7.659439999999999,2018-02-27 09:15:58.000000,102.56,702,8.0,7,-69,696,00:35:1a:79:69:6e,9.70817,30:7:4d:79:e8:6,0,,,45.06545323,7.658254378,polito,172.21.48.1
40,40,177,45.0645,7.659439999999999,2018-02-27 09:17:45.000000,59.08,585,8.0,7,-64,696,00:35:1a:79:69:6e,9.70817,30:7:4d:79:e8:6,0,,,45.06545323,7.658254378,polito,172.21.48.1
41,41,439,45.0654,7.658239999999998,2018-03-14 14:32:34.000000,27.84,72,17.708,2,-54,656,00:35:1a:79:69:a1,6.23911,10:7b:44:89:6a:6d,0,,,45.06533503,7.65813116,polito,172.21.46.1
42,42,440,45.0654,7.658239999999998,2018-03-14 14:33:40.000000,22.52,72,17.85,1,-60,656,00:35:1a:79:69:a1,9.88832,10:7b:44:89:6a:6d,0,,,45.06532276,7.65816749,polito,172.21.46.1
43,43,441,45.0654,7.658239999999998,2018-03-14 14:34:13.000000,33.94,72,18.197,4,-51,656,00:35:1a:79:69:a1,3.50851,10:7b:44:89:6a:6d,0,,,45.06535087,7.658186382,polito,172.21.46.1
44,44,442,45.0654,7.658239999999998,2018-03-14 14:34:38.000000,36.7,72,18.203,5,-53,656,00:35:1a:79:69:a1,4.41695,10:7b:44:89:6a:6d,0,,,45.06536314,7.658150052000001,polito,172.21.46.1
45,45,443,45.0654,7.658239999999998,2018-03-14 14:35:34.000000,30.8,72,17.755,6,-55,656,00:35:1a:79:69:a1,5.56061,10:7b:44:89:6a:6d,0,,,45.0653667,7.658241603,polito,172.21.46.1
46,46,445,45.0654,7.65825,2018-03-14 14:36:29.000000,33.91,72,18.251,8,-43,656,00:35:1a:79:69:a1,2.48383,10:7b:44:89:6a:6d,0,,,45.06539126,7.658168943,polito,172.21.46.1
47,47,446,45.0654,7.65825,2018-03-14 14:36:54.000000,32.98,72,18.265,7,-47,656,00:35:1a:79:69:a1,2.21372,10:7b:44:89:6a:6d,0,,,45.06537898,7.658205272999999,polito,172.21.46.1
48,48,502,45.0655,7.658339999999999,2018-03-14 19:01:38.000000,29.43,57,17.647000000000006,7,-67,658,00:35:1a:79:69:a1,22.1372,10:7b:44:89:6a:6d,0,,,45.06545323,7.658254378,polito,172.21.46.1
49,49,126,45.0656,7.658689999999999,2018-02-15 15:33:47.000000,22.41,65,26.871,1,-53,662,00:35:1a:79:6a:30,3.85667,d8:6c:2:f2:13:11,0,,,45.06574819,7.658458718999999,polito,172.21.48.1
50,50,129,45.0656,7.6585800000000015,2018-02-15 15:34:45.000000,3.65,65,21.425,7,-67,660,00:35:1a:79:6a:30,30.6346,d8:6c:2:f2:13:11,0,,,45.0656857,7.658413665,polito,172.21.48.1
51,51,131,45.0656,7.6585800000000015,2018-02-15 15:35:14.000000,7.57,65,21.566,1,-72,660,00:35:1a:79:6a:30,43.2725,d8:6c:2:f2:13:11,0,,,45.06563421,7.658379064,polito,172.21.48.1
52,52,132,45.0656,7.6585800000000015,2018-02-15 15:35:45.000000,9.88,39,21.406,2,-74,660,00:35:1a:79:6a:30,43.2725,d8:6c:2:f2:13:11,0,,,45.06564682,7.658341762999999,polito,172.21.48.1
53,53,133,45.0656,7.6585899999999985,2018-02-15 15:36:12.000000,6.66,65,21.615,5,-78,660,00:35:1a:79:6a:30,76.9506,d8:6c:2:f2:13:11,0,,,45.06567256,7.658359064,polito,172.21.48.1
54,54,134,45.0656,7.6585800000000015,2018-02-15 15:37:07.000000,7.41,65,21.504,5,-73,622,00:35:1a:79:6a:30,38.5667,d8:6c:2:f2:13:11,0,,,45.06520318,7.658129725,polito,172.21.48.1
55,55,523,45.0658,7.65857,2018-03-15 11:43:30.000000,40.96,72,17.918,2,-50,662,00:35:1a:79:6a:30,2.73031,10:7b:44:89:6a:6d,0,,,45.06575956,7.658425071,polito,172.21.48.1
56,56,524,45.0658,7.6585800000000015,2018-03-15 11:44:21.000000,35.45,72,17.85,1,-56,662,00:35:1a:79:6a:30,6.1124,10:7b:44:89:6a:6d,0,,,45.06574819,7.658458718999999,polito,172.21.48.1
57,57,525,45.0658,7.6585800000000015,2018-03-15 11:44:53.000000,33.56,72,17.858,4,-58,662,00:35:1a:79:6a:30,6.1124,10:7b:44:89:6a:6d,0,,,45.0657723,7.658474918,polito,172.21.48.1
58,58,526,45.0658,7.6585800000000015,2018-03-15 11:45:19.000000,33.04,72,17.765,5,-54,662,00:35:1a:79:6a:30,4.85525,10:7b:44:89:6a:6d,0,,,45.06578367,7.65844127,polito,172.21.48.1
59,59,527,45.0658,7.6585899999999985,2018-03-15 11:45:43.000000,40.71,72,17.785999999999994,6,-51,662,00:35:1a:79:6a:30,4.85525,10:7b:44:89:6a:6d,0,,,45.06578503,7.658524764,polito,172.21.48.1
60,60,529,45.0658,7.65863,2018-03-15 11:46:34.000000,33.68,72,18.201,8,-55,662,00:35:1a:79:6a:30,5.44768,10:7b:44:89:6a:6d,0,,,45.06580777,7.658457469,polito,172.21.48.1
61,61,530,45.0658,7.65863,2018-03-15 11:46:57.000000,39.06,72,17.515,7,-59,662,00:35:1a:79:6a:30,7.695060000000002,10:7b:44:89:6a:6d,0,,,45.0657964,7.658491117,polito,172.21.48.1
62,62,70,45.0659,7.65883,2018-02-13 10:49:16.000000,14.78,585,19.058,6,-66,622,00:35:1a:79:6a:3f,-1.0,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
63,63,54,45.0651,7.6585800000000015,2018-02-13 09:59:05.000000,30.97,144,17.595,6,-55,657,00:35:1a:79:6b:50,3.50851,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
64,64,55,45.0651,7.6585899999999985,2018-02-13 10:30:41.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
65,65,56,45.0651,7.6585899999999985,2018-02-13 10:30:41.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
66,66,57,45.0651,7.6585899999999985,2018-02-13 10:30:41.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
67,67,58,45.0651,7.6585899999999985,2018-02-13 10:30:42.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
68,68,59,45.0651,7.6585899999999985,2018-02-13 10:30:41.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
69,69,60,45.0651,7.6585899999999985,2018-02-13 10:30:41.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
70,70,62,45.0651,7.6585899999999985,2018-02-13 10:31:40.000000,19.34,130,20.0,6,-60,657,00:35:1a:79:6b:50,5.56061,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
71,71,63,45.0651,7.6585800000000015,2018-02-13 10:47:00.000000,34.01,130,18.222,6,-63,657,00:35:1a:79:6b:50,13.9676,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
72,72,493,45.0651,7.65857,2018-03-14 18:57:07.000000,43.22,72,18.042,3,-58,657,00:35:1a:79:6b:50,7.85458,10:7b:44:89:6a:6d,0,,,45.06521535,7.658511077999999,polito,172.21.48.1
73,73,494,45.0651,7.65857,2018-03-14 18:57:28.000000,39.39,72,17.933,2,-58,657,00:35:1a:79:6b:50,6.23911,10:7b:44:89:6a:6d,0,,,45.06523346,7.658591163,polito,172.21.48.1
74,74,495,45.0651,7.65857,2018-03-14 18:57:47.000000,37.19,72,17.889,1,-52,657,00:35:1a:79:6b:50,4.9559,10:7b:44:89:6a:6d,0,,,45.06524281,7.6585634910000016,polito,172.21.48.1
75,75,496,45.0651,7.65855,2018-03-14 18:58:12.000000,43.64,72,17.636,4,-58,657,00:35:1a:79:6b:50,7.85458,10:7b:44:89:6a:6d,0,,,45.065206,7.65853875,polito,172.21.48.1
76,76,497,45.0651,7.65855,2018-03-14 18:58:40.000000,41.8,72,17.794,5,-56,657,00:35:1a:79:6b:50,5.56061,10:7b:44:89:6a:6d,0,,,45.06519665,7.6585664210000015,polito,172.21.48.1
77,77,498,45.0651,7.65855,2018-03-14 18:59:02.000000,38.48,72,17.730999999999995,6,-63,657,00:35:1a:79:6b:50,9.88832,10:7b:44:89:6a:6d,0,,,45.06517853,7.658486336,polito,172.21.48.1
78,78,136,45.0654,7.65849,2018-02-15 15:38:22.000000,7.41,26,19.14,1,-78,622,00:35:1a:79:6b:61,19.5274,d8:6c:2:f2:13:11,0,,,45.06524402,7.658112522000001,polito,172.21.48.1
79,79,64,45.0651,7.6585800000000015,2018-02-13 10:47:17.000000,7.76,130,18.222,6,-65,657,00:35:1a:7a:ba:70,153.537,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
80,80,80,45.0652,7.6586,2018-02-15 15:05:46.000000,34.62,65,25.281,5,-44,659,00:35:1a:7a:ba:70,1.24487,d8:6c:2:f2:13:11,0,,,45.06533820000001,7.658663951,polito,172.21.48.1
81,81,84,45.0651,7.6586,2018-02-15 15:07:00.000000,28.78,65,25.234,3,-54,659,00:35:1a:7a:ba:70,4.9559,d8:6c:2:f2:13:11,0,,,45.06535499,7.658614266,polito,172.21.48.1
82,82,86,45.0652,7.65866,2018-02-15 15:07:33.000000,34.5,65,20.031,2,-51,659,00:35:1a:7a:ba:70,3.12696,d8:6c:2:f2:13:11,0,,,45.06536881,7.658684523,polito,172.21.48.1
83,83,87,45.0652,7.65862,2018-02-15 15:07:56.000000,42.42,65,20.62,1,-49,659,00:35:1a:7a:ba:70,3.12696,d8:6c:2:f2:13:11,0,,,45.06537721,7.658659681,polito,172.21.48.1
84,84,88,45.0652,7.65862,2018-02-15 15:09:18.000000,33.03,65,25.42,5,-47,657,00:35:1a:7a:ba:70,2.21372,d8:6c:2:f2:13:11,0,,,45.06519665,7.6585664210000015,polito,172.21.48.1
85,85,447,45.0653,7.65875,2018-03-14 14:42:28.000000,1.12,72,17.643,3,-51,659,00:35:1a:7a:ba:70,4.32725,10:7b:44:89:6a:6d,0,,,45.06535499,7.658614266,polito,172.21.48.1
86,86,448,45.0653,7.65875,2018-03-14 14:42:55.000000,24.48,72,17.643,2,-52,659,00:35:1a:7a:ba:70,3.85667,10:7b:44:89:6a:6d,0,,,45.06536881,7.658684523,polito,172.21.48.1
87,87,449,45.0653,7.65875,2018-03-14 14:43:21.000000,20.2,72,17.719,1,-54,659,00:35:1a:7a:ba:70,4.85525,10:7b:44:89:6a:6d,0,,,45.06537721,7.658659681,polito,172.21.48.1
88,88,450,45.0653,7.658739999999999,2018-03-14 14:43:52.000000,21.39,72,17.858,4,-46,659,00:35:1a:7a:ba:70,1.93291,10:7b:44:89:6a:6d,0,,,45.0653466,7.658639109,polito,172.21.48.1
89,89,451,45.0653,7.658739999999999,2018-03-14 14:44:33.000000,28.24,72,17.675,7,-51,659,00:35:1a:7a:ba:70,3.43726,10:7b:44:89:6a:6d,0,,,45.06531599,7.658618537000001,polito,172.21.48.1
90,90,452,45.0653,7.658739999999999,2018-03-14 14:45:05.000000,30.09,72,17.669,8,-54,659,00:35:1a:7a:ba:70,4.85525,10:7b:44:89:6a:6d,0,,,45.06530759,7.658643379,polito,172.21.48.1
91,91,454,45.0653,7.658739999999999,2018-03-14 14:45:55.000000,24.55,72,17.825,6,-51,659,00:35:1a:7a:ba:70,6.1124,10:7b:44:89:6a:6d,0,,,45.06532438,7.658593693999999,polito,172.21.48.1
92,92,455,45.0653,7.658739999999999,2018-03-14 14:46:36.000000,22.93,72,17.768,5,-50,659,00:35:1a:7a:ba:70,2.43339,10:7b:44:89:6a:6d,0,,,45.06533820000001,7.658663951,polito,172.21.48.1
93,93,77,45.0349,7.6680899999999985,2018-02-15 14:46:03.000000,181.0,650,4.0,6,-63,696,00:35:1a:7a:ba:7f,7.297439999999999,30:7:4d:79:e8:6,0,,,45.06532438,7.658593693999999,polito,172.21.48.1
94,94,78,45.0349,7.6680899999999985,2018-02-15 14:46:05.000000,181.0,650,4.0,6,-63,696,00:35:1a:7a:ba:7f,7.297439999999999,30:7:4d:79:e8:6,0,,,45.06532438,7.658593693999999,polito,172.21.48.1
95,95,79,45.0349,7.6680899999999985,2018-02-15 15:03:45.000000,119.05,585,4.0,6,-63,696,00:35:1a:7a:ba:7f,3.25964,30:7:4d:79:e8:6,0,,,45.06532438,7.658593693999999,polito,172.21.48.1
96,96,81,45.0349,7.6680899999999985,2018-02-15 15:05:48.000000,98.77,585,4.0,6,-63,696,00:35:1a:7a:ba:7f,3.25964,30:7:4d:79:e8:6,0,,,45.06532438,7.658593693999999,polito,172.21.48.1
97,97,82,45.0653,7.65875,2018-02-15 15:06:26.000000,100.25,650,17.832,7,-61,659,00:35:1a:7a:ba:7f,3.25964,30:7:4d:79:e8:6,0,,,45.06531599,7.658618537000001,polito,172.21.48.1
98,98,71,45.0655,7.65835,2018-02-13 10:49:43.000000,7.44,130,19.152,6,-83,626,00:35:1a:7a:c1:70,123.21,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
99,99,130,45.0349,7.6680899999999985,2018-02-15 15:35:03.000000,22.42,130,4.0,7,-56,696,00:35:1a:7a:c1:70,6.92858,30:7:4d:79:e8:6,0,,,45.0656857,7.658413665,polito,172.21.48.1
100,100,511,45.0656,7.6585100000000015,2018-03-15 11:38:25.000000,33.71,72,17.692,3,-58,660,00:35:1a:7a:c1:70,7.774,10:7b:44:89:6a:6d,0,,,45.06564735,7.658433666,polito,172.21.48.1
101,101,512,45.0656,7.6585100000000015,2018-03-15 11:38:25.000000,33.71,72,17.692,3,-58,660,00:35:1a:7a:c1:70,7.774,10:7b:44:89:6a:6d,0,,,45.06564735,7.658433666,polito,172.21.48.1
102,102,513,45.0656,7.6585100000000015,2018-03-15 11:38:26.000000,33.71,72,17.692,3,-58,660,00:35:1a:7a:c1:70,7.774,10:7b:44:89:6a:6d,0,,,45.06564735,7.658433666,polito,172.21.48.1
103,103,514,45.0656,7.6585100000000015,2018-03-15 11:39:02.000000,28.81,72,17.593,2,-61,660,00:35:1a:7a:c1:70,10.9811,10:7b:44:89:6a:6d,0,,,45.06564682,7.658341762999999,polito,172.21.48.1
104,104,515,45.0656,7.6585100000000015,2018-03-15 11:39:23.000000,24.31,72,17.507,1,-59,660,00:35:1a:7a:c1:70,10.9811,10:7b:44:89:6a:6d,0,,,45.06563421,7.658379064,polito,172.21.48.1
105,105,516,45.0656,7.6585100000000015,2018-03-15 11:39:48.000000,33.04,72,17.557000000000002,4,-57,660,00:35:1a:7a:c1:70,6.17511,10:7b:44:89:6a:6d,0,,,45.06565996,7.658396365,polito,172.21.48.1
106,106,517,45.0656,7.6585100000000015,2018-03-15 11:40:11.000000,22.76,72,17.589000000000002,5,-55,660,00:35:1a:7a:c1:70,4.37164,10:7b:44:89:6a:6d,0,,,45.06567256,7.658359064,polito,172.21.48.1
107,107,518,45.0656,7.6585100000000015,2018-03-15 11:40:34.000000,33.26,72,17.48,6,-50,660,00:35:1a:7a:c1:70,4.90506,10:7b:44:89:6a:6d,0,,,45.06567310000001,7.658450966,polito,172.21.48.1
108,108,520,45.0656,7.658530000000002,2018-03-15 11:41:50.000000,15.0,72,17.359,8,-59,660,00:35:1a:7a:c1:70,8.72257,10:7b:44:89:6a:6d,0,,,45.06569831,7.658376363999999,polito,172.21.48.1
109,109,521,45.0656,7.658530000000002,2018-03-15 11:42:13.000000,13.55,72,17.51,7,-61,660,00:35:1a:7a:c1:70,10.9811,10:7b:44:89:6a:6d,0,,,45.0656857,7.658413665,polito,172.21.48.1
110,110,522,45.0657,7.65855,2018-03-15 11:43:06.000000,8.06,57,19.414,3,-76,662,00:35:1a:7a:c1:70,13.8243,10:7b:44:89:6a:6d,0,,,45.06576093,7.658508565,polito,172.21.48.1
111,111,65,45.0653,7.658760000000001,2018-02-13 10:47:34.000000,14.97,130,18.118,6,-64,696,00:35:1a:7c:fa:e0,39.3661,30:7:4d:79:e8:6,0,,,45.06517853,7.658486336,polito,172.21.48.1
112,112,92,45.0655,7.6588,2018-02-15 15:10:32.000000,3.91,26,18.835,1,-72,663,00:35:1a:7c:fa:e0,2.78691,d8:6c:2:f2:13:11,0,,,45.06561003,7.658829751,polito,172.21.48.1
113,113,94,45.0655,7.65885,2018-02-15 15:10:59.000000,11.53,65,18.267,3,-64,663,00:35:1a:7c:fa:e0,9.88832,d8:6c:2:f2:13:11,0,,,45.06562958,7.65887261,polito,172.21.48.1
114,114,96,45.0655,7.6588600000000016,2018-02-15 15:11:25.000000,12.94,52,19.089,5,-71,663,00:35:1a:7c:fa:e0,39.3661,d8:6c:2:f2:13:11,0,,,45.06564595,7.658824172999999,polito,172.21.48.1
115,115,99,45.0655,7.6588699999999985,2018-02-15 15:12:00.000000,17.45,65,22.279,4,-70,663,00:35:1a:7c:fa:e0,35.0851,d8:6c:2:f2:13:11,0,,,45.06563777,7.658848392,polito,172.21.48.1
116,116,102,45.0655,7.6588699999999985,2018-02-15 15:13:49.000000,4.48,39,26.368,7,-79,665,00:35:1a:7c:fa:e0,22.1372,d8:6c:2:f2:13:11,0,,,45.06573362,7.658919356,polito,172.21.48.1
117,117,104,45.0655,7.6588699999999985,2018-02-15 15:14:33.000000,4.48,39,26.368,7,-79,665,00:35:1a:7c:fa:e0,22.1372,d8:6c:2:f2:13:11,0,,,45.06573362,7.658919356,polito,172.21.48.1
118,118,435,45.0652,7.6581800000000015,2018-03-14 14:30:19.000000,8.65,72,17.962,2,-58,654,00:35:1a:7d:03:b1,8.81298,10:7b:44:89:6a:6d,0,,,45.06523172,7.658148904,polito,172.21.46.1
119,119,436,45.0652,7.65815,2018-03-14 14:30:49.000000,10.51,65,17.936,1,-65,654,00:35:1a:7d:03:b1,17.5842,10:7b:44:89:6a:6d,0,,,45.06524402,7.658112522000001,polito,172.21.46.1
120,120,437,45.0652,7.658139999999999,2018-03-14 14:31:14.000000,25.84,72,18.572,4,-69,654,00:35:1a:7d:03:b1,27.8691,10:7b:44:89:6a:6d,0,,,45.06521548,7.658093342000001,polito,172.21.46.1
